Date,Open,High,Low,Close,Volume
11.08.1930,116.056,116.190,116.056,116.189,203
12.08.1930,116.189,116.247,116.165,116.229,243
13.08.1930,116.229,116.254,116.180,116.246,145
14.08.1930,116.245,116.410,116.245,116.367,225
15.08.1930,116.367,116.405,116.358,116.405,253
16.08.1930,116.405,116.406,116.331,116.379,225
17.08.1930,116.379,116.385,116.252,116.266,283
18.08.1930,116.266,116.266,116.157,116.224,397
19.08.1930,116.224,116.264,116.126,116.246,452
20.08.1930,116.246,116.278,116.014,116.236,399
21.08.1930,116.235,116.340,116.196,116.277,248
22.08.1930,116.277,116.387,116.204,116.209,332
23.08.1930,116.209,116.240,116.082,116.175,375
24.08.1930,116.175,116.222,116.155,116.193,304
25.08.1930,116.193,116.239,116.184,116.193,475
26.08.1930,116.193,116.278,116.127,116.274,207
27.08.1930,116.274,116.425,116.270,116.317,283
28.08.1930,116.317,116.471,116.307,116.450,378
29.08.1930,116.448,116.536,116.422,116.516,390
30.08.1930,116.516,116.593,116.374,116.404,668
31.08.1930,116.404,116.650,116.398,116.642,285
1.09.1930,116.642,116.741,116.642,116.701,241
2.09.1930,116.701,116.712,116.640,116.707,174
3.09.1930,116.707,116.713,116.570,116.587,222
4.09.1930,116.587,116.590,116.516,116.541,283
5.09.1930,116.542,116.544,116.472,116.486,342
6.09.1930,116.486,116.514,116.439,116.501,183
7.09.1930,116.501,116.619,116.501,116.607,215
8.09.1930,116.610,116.610,116.495,116.517,170
9.09.1930,116.518,116.606,116.487,116.598,143
10.09.1930,116.598,116.653,116.569,116.604,188
11.09.1930,116.604,116.613,116.554,116.578,137
12.09.1930,116.578,116.582,116.524,116.582,259
13.09.1930,116.580,116.581,116.405,116.430,486
14.09.1930,116.430,116.523,116.430,116.519,324
15.09.1930,116.519,116.531,116.418,116.529,309
16.09.1930,116.529,116.587,116.481,116.560,285
17.09.1930,116.560,116.659,116.552,116.558,572
18.09.1930,116.558,116.884,116.553,116.794,548
19.09.1930,116.795,116.866,116.668,116.855,370
20.09.1930,116.855,117.425,116.827,117.422,435
21.09.1930,117.429,117.738,117.291,117.382,1100
22.09.1930,117.382,117.418,117.198,117.336,600
23.09.1930,117.336,117.607,117.321,117.347,593
24.09.1930,117.347,117.354,116.979,117.107,823
25.09.1930,117.107,117.107,116.810,116.930,1442
26.09.1930,116.930,117.043,116.753,116.995,896
27.09.1930,116.994,117.299,116.899,117.079,737
28.09.1930,117.079,117.237,117.053,117.217,844
29.09.1930,117.217,117.405,117.217,117.381,634
30.09.1930,117.382,117.959,117.382,117.816,1162
1.10.1930,117.818,117.821,117.537,117.766,962
2.10.1930,117.766,117.831,117.582,117.830,902
3.10.1930,117.839,118.344,117.766,118.335,711
4.10.1930,118.334,118.654,118.191,118.257,1153
5.10.1930,118.257,118.461,118.182,118.417,938
6.10.1930,118.416,118.609,118.028,118.124,1018
7.10.1930,118.122,118.314,117.973,118.168,1619
8.10.1930,118.168,118.246,118.046,118.177,1417
9.10.1930,118.175,118.178,118.026,118.099,875
10.10.1930,118.098,118.489,118.096,118.483,1006
11.10.1930,118.483,118.590,118.350,118.579,803
12.10.1930,118.579,118.744,118.495,118.502,779
13.10.1930,118.502,118.759,118.431,118.443,606
14.10.1930,118.443,118.525,118.381,118.433,698
15.10.1930,118.433,118.678,118.331,118.667,715
16.10.1930,118.665,118.758,118.565,118.733,609
17.10.1930,118.732,118.778,118.650,118.690,543
18.10.1930,118.690,118.694,118.553,118.674,853
19.10.1930,118.675,118.679,118.537,118.672,828
20.10.1930,118.672,118.738,118.637,118.708,687
21.10.1930,118.708,118.744,118.559,118.642,678
22.10.1930,118.642,118.662,118.102,118.193,804
23.10.1930,118.192,118.257,117.951,117.951,733
24.10.1930,117.951,117.955,117.631,117.829,737
25.10.1930,117.829,118.039,117.806,117.933,429
26.10.1930,117.933,118.077,117.845,118.077,628
27.10.1930,118.072,118.149,117.338,117.463,848
28.10.1930,117.465,117.724,117.460,117.507,830
29.10.1930,117.507,117.562,117.419,117.546,629
30.10.1930,117.546,117.624,117.431,117.570,783
31.10.1930,117.570,117.645,117.397,117.590,520
1.11.1930,117.590,117.774,117.558,117.761,604
2.11.1930,117.765,117.878,117.572,117.703,588
3.11.1930,117.703,117.771,117.505,117.513,645
4.11.1930,117.513,117.606,117.416,117.533,407
5.11.1930,117.533,117.957,117.530,117.956,646
6.11.1930,117.956,117.990,117.855,117.960,625
7.11.1930,117.960,118.001,117.673,117.742,541
8.11.1930,117.743,117.861,117.609,117.822,437
9.11.1930,117.822,117.903,117.794,117.822,303
10.11.1930,117.826,117.907,117.735,117.820,544
11.11.1930,117.820,117.947,117.728,117.920,758
12.11.1930,117.919,117.921,117.663,117.717,588
13.11.1930,117.720,117.947,117.718,117.888,612
14.11.1930,117.888,117.889,117.479,117.500,600
15.11.1930,117.500,117.537,117.279,117.360,685
16.11.1930,117.360,117.485,117.341,117.470,641
17.11.1930,117.471,117.530,117.338,117.422,696
18.11.1930,117.422,117.422,117.131,117.311,681
19.11.1930,117.312,117.393,117.163,117.361,777
20.11.1930,117.361,117.449,117.329,117.420,702
21.11.1930,117.420,117.583,117.413,117.484,480
22.11.1930,117.476,117.562,117.330,117.493,617
23.11.1930,117.493,117.624,117.427,117.480,634
24.11.1930,117.480,117.724,117.421,117.672,1293
25.11.1930,117.672,117.996,117.652,117.928,1021
26.11.1930,117.928,117.928,117.776,117.807,605
27.11.1930,117.807,117.822,117.656,117.656,835
28.11.1930,117.655,117.703,117.543,117.642,783
29.11.1930,117.643,117.869,117.641,117.773,692
30.11.1930,117.773,117.935,117.769,117.780,700
1.12.1930,117.780,117.957,117.772,117.950,749
2.12.1930,117.950,118.087,117.905,117.968,866
3.12.1930,117.968,118.123,117.961,117.965,585
4.12.1930,117.965,117.975,117.859,117.865,470
5.12.1930,117.865,117.879,117.740,117.785,633
6.12.1930,117.785,117.960,117.744,117.867,916
7.12.1930,117.867,117.867,117.635,117.640,941
8.12.1930,117.640,117.680,117.511,117.620,853
9.12.1930,117.618,117.643,117.508,117.526,748
10.12.1930,117.526,117.678,117.517,117.638,623
11.12.1930,117.637,117.862,117.586,117.853,734
12.12.1930,117.843,117.919,117.796,117.891,888
13.12.1930,117.889,118.036,117.855,118.007,1029
14.12.1930,118.007,118.007,117.652,117.665,961
15.12.1930,117.664,117.682,117.532,117.596,995
16.12.1930,117.595,117.681,117.477,117.660,1197
17.12.1930,117.660,117.788,117.568,117.633,981
18.12.1930,117.633,117.984,117.633,117.968,1186
19.12.1930,117.968,118.272,117.905,118.263,1100
20.12.1930,118.267,118.455,118.051,118.230,1355
21.12.1930,118.229,118.588,118.220,118.556,1291
22.12.1930,118.556,118.890,118.493,118.765,1334
23.12.1930,118.765,118.930,118.726,118.876,1115
24.12.1930,118.876,119.333,118.876,119.169,1461
25.12.1930,119.168,119.173,118.859,118.862,1101
26.12.1930,118.862,118.937,118.670,118.735,918
27.12.1930,118.731,118.754,118.561,118.631,1056
28.12.1930,118.631,118.815,118.610,118.715,1119
29.12.1930,118.715,118.879,118.625,118.744,1157
30.12.1930,118.749,118.926,118.745,118.780,1037
31.12.1930,118.781,118.870,118.670,118.740,779
1.01.1931,118.740,118.868,118.660,118.664,870
2.01.1931,118.664,118.758,118.626,118.735,844
3.01.1931,118.732,118.753,118.310,118.365,942
4.01.1931,118.365,118.368,117.928,117.963,990
5.01.1931,117.963,118.141,117.828,118.044,930
6.01.1931,118.044,118.066,117.854,117.986,818
7.01.1931,117.986,118.033,117.928,118.001,679
8.01.1931,118.001,118.001,117.501,117.537,1141
9.01.1931,117.537,117.587,117.178,117.204,1394
10.01.1931,117.205,117.898,117.205,117.416,1865
11.01.1931,117.406,117.542,117.315,117.408,1272
12.01.1931,117.406,117.448,117.326,117.352,851
13.01.1931,117.351,117.507,117.175,117.274,996
14.01.1931,117.275,117.476,117.215,117.472,770
15.01.1931,117.472,117.495,117.339,117.411,938
16.01.1931,117.411,117.452,117.265,117.292,771
17.01.1931,117.291,117.327,117.075,117.090,969
18.01.1931,117.090,117.200,117.043,117.148,564
19.01.1931,117.147,117.270,117.134,117.264,448
20.01.1931,117.265,117.418,117.141,117.400,874
21.01.1931,117.400,117.400,117.095,117.107,672
22.01.1931,117.107,117.167,117.014,117.130,737
23.01.1931,117.130,117.186,117.044,117.147,428
24.01.1931,117.147,117.157,116.959,117.084,664
25.01.1931,117.084,117.328,117.067,117.252,719
26.01.1931,117.252,117.446,117.244,117.343,719
27.01.1931,117.340,117.383,117.227,117.242,669
28.01.1931,117.242,117.246,117.136,117.194,796
29.01.1931,117.194,117.299,117.172,117.182,770
30.01.1931,117.177,117.184,116.759,116.759,874
31.01.1931,116.759,116.760,116.312,116.372,957
1.02.1931,116.372,116.817,116.334,116.817,866
2.02.1931,116.823,116.853,116.377,116.397,815
3.02.1931,116.397,116.422,116.141,116.255,754
4.02.1931,116.255,116.312,116.124,116.257,628
5.02.1931,116.258,116.273,115.955,116.122,767
6.02.1931,116.122,116.337,116.110,116.266,492
7.02.1931,116.266,116.273,116.105,116.165,664
8.02.1931,116.165,116.258,115.988,116.118,747
9.02.1931,116.118,116.172,115.863,115.884,425
10.02.1931,115.884,116.032,115.571,115.805,715
11.02.1931,115.810,116.110,115.792,115.957,739
12.02.1931,115.957,115.974,115.796,115.967,579
13.02.1931,115.967,116.001,115.785,115.785,800
14.02.1931,115.784,115.906,115.777,115.816,483
15.02.1931,115.816,115.827,115.612,115.696,532
16.02.1931,115.696,115.774,115.625,115.634,816
17.02.1931,115.634,115.650,115.544,115.605,617
18.02.1931,115.605,115.719,115.604,115.680,474
19.02.1931,115.671,115.976,115.661,115.833,646
20.02.1931,115.832,115.832,115.658,115.669,408
21.02.1931,115.669,115.866,115.662,115.824,622
22.02.1931,115.828,115.994,115.699,115.944,649
23.02.1931,115.950,116.018,115.726,115.977,725
24.02.1931,115.977,116.019,115.803,115.826,691
25.02.1931,115.826,115.877,115.670,115.760,513
26.02.1931,115.760,115.825,115.663,115.765,800
27.02.1931,115.763,115.944,115.738,115.848,631
28.02.1931,115.848,116.016,115.804,115.815,346
1.03.1931,115.815,115.890,115.573,115.599,416
2.03.1931,115.600,115.698,115.570,115.612,558
3.03.1931,115.612,115.689,115.578,115.653,395
4.03.1931,115.655,115.708,115.652,115.654,224
5.03.1931,115.654,115.780,115.577,115.731,278
6.03.1931,115.730,115.934,115.726,115.934,219
7.03.1931,115.934,116.353,115.857,116.295,310
8.03.1931,116.290,116.509,116.280,116.428,312
9.03.1931,116.427,116.541,116.408,116.468,147
10.03.1931,116.468,116.482,115.965,115.990,425
11.03.1931,116.745,116.751,116.158,116.622,106
12.03.1931,116.621,116.631,116.177,116.235,115
13.03.1931,116.235,116.260,115.996,116.084,204
14.03.1931,116.084,116.092,115.720,115.814,144
15.03.1931,115.814,115.820,115.663,115.664,209
16.03.1931,115.664,115.679,115.577,115.636,87
17.03.1931,115.636,115.830,115.602,115.804,448
18.03.1931,115.801,115.921,115.647,115.905,453
19.03.1931,115.905,115.926,115.765,115.780,614
20.03.1931,115.780,115.832,115.707,115.783,270
21.03.1931,115.783,115.796,115.565,115.582,439
22.03.1931,115.582,115.602,115.424,115.447,537
23.03.1931,115.447,115.643,115.440,115.608,585
24.03.1931,115.608,115.608,115.429,115.566,721
25.03.1931,115.566,115.581,115.349,115.370,1096
26.03.1931,115.370,115.555,115.316,115.360,639
27.03.1931,115.360,115.523,115.340,115.495,268
28.03.1931,115.495,115.634,115.426,115.625,279
29.03.1931,115.631,115.644,115.513,115.527,888
30.03.1931,115.524,115.744,115.504,115.744,606
31.03.1931,115.744,116.491,115.698,116.355,1027
1.04.1931,116.371,116.545,116.031,116.366,1412
2.04.1931,116.366,116.472,116.156,116.209,1047
3.04.1931,116.209,116.209,116.156,116.156,967
4.04.1931,116.156,116.199,116.000,116.144,1233
5.04.1931,116.144,116.188,116.095,116.097,640
6.04.1931,116.095,116.164,116.057,116.159,619
7.04.1931,116.159,116.272,116.132,116.244,562
8.04.1931,116.246,116.443,116.238,116.412,1011
9.04.1931,116.412,116.506,116.258,116.326,644
10.04.1931,116.326,116.439,116.158,116.242,851
11.04.1931,116.242,116.274,116.097,116.247,368
12.04.1931,116.257,116.284,115.997,116.017,423
13.04.1931,116.017,116.019,115.910,115.920,305
14.04.1931,115.920,116.090,115.866,116.000,474
15.04.1931,116.001,116.014,115.776,115.985,549
16.04.1931,115.985,116.124,115.962,116.064,393
17.04.1931,116.064,116.064,115.876,115.918,417
18.04.1931,115.918,116.083,115.918,116.060,778
19.04.1931,116.060,116.087,116.050,116.085,653
20.04.1931,116.085,116.103,116.043,116.053,156
21.04.1931,116.046,116.060,115.890,115.891,425
22.04.1931,115.892,116.175,115.891,116.100,481
23.04.1931,116.100,116.189,116.088,116.124,339
24.04.1931,116.123,116.288,116.119,116.287,337
25.04.1931,116.287,116.287,116.196,116.240,258
26.04.1931,116.240,116.246,116.100,116.146,274
27.04.1931,116.145,116.327,116.144,116.185,277
28.04.1931,116.186,116.340,116.163,116.313,195
29.04.1931,116.313,116.462,116.262,116.462,252
30.04.1931,116.449,116.459,116.388,116.423,207
1.05.1931,116.423,116.526,116.361,116.405,486
2.05.1931,116.405,116.433,116.381,116.429,107
3.05.1931,116.429,116.446,116.404,116.443,131
4.05.1931,116.443,116.473,116.428,116.472,139
5.05.1931,116.472,116.473,116.442,116.445,189
6.05.1931,116.445,116.461,116.414,116.428,105
7.05.1931,116.428,116.537,116.419,116.461,135
8.05.1931,116.461,116.466,116.453,116.463,137
9.05.1931,116.459,116.501,116.443,116.498,205
10.05.1931,116.491,116.509,116.449,116.461,149
11.05.1931,116.461,116.465,116.441,116.444,189
12.05.1931,116.444,116.464,116.438,116.460,69
13.05.1931,116.460,116.466,116.453,116.454,41
14.05.1931,116.454,116.520,116.416,116.443,88
15.05.1931,116.443,116.564,116.436,116.513,231
16.05.1931,116.513,116.539,116.487,116.538,178
17.05.1931,116.538,116.559,116.467,116.484,296
18.05.1931,116.483,116.486,116.421,116.478,369
19.05.1931,116.478,116.490,116.446,116.462,223
20.05.1931,116.461,116.470,116.449,116.451,258
21.05.1931,116.453,116.472,116.436,116.467,474
22.05.1931,116.467,116.615,116.463,116.587,349
23.05.1931,116.587,116.587,116.447,116.544,454
24.05.1931,116.543,116.631,116.519,116.624,439
25.05.1931,116.621,116.638,116.614,116.619,147
26.05.1931,116.619,116.619,116.550,116.564,113
27.05.1931,116.564,116.580,116.541,116.566,63
28.05.1931,116.566,116.595,116.533,116.537,92
29.05.1931,116.537,116.539,116.505,116.511,155
30.05.1931,116.511,116.519,116.493,116.513,215
31.05.1931,116.513,116.521,116.491,116.495,102
1.06.1931,116.495,116.523,116.482,116.523,229
2.06.1931,116.523,116.527,116.511,116.525,102
3.06.1931,116.525,116.532,116.509,116.519,175
4.06.1931,116.519,116.560,116.510,116.540,123
5.06.1931,116.541,116.549,116.512,116.528,185
6.06.1931,116.528,116.604,116.519,116.567,199
7.06.1931,116.567,116.726,116.566,116.726,460
8.06.1931,116.724,116.941,116.713,116.931,246
9.06.1931,116.931,116.939,116.802,116.868,295
10.06.1931,116.864,116.957,116.848,116.916,373
11.06.1931,116.914,116.957,116.874,116.927,260
12.06.1931,116.927,116.935,116.875,116.880,272
13.06.1931,116.878,116.891,116.850,116.872,171
14.06.1931,116.870,116.890,116.862,116.876,162
15.06.1931,116.878,116.912,116.859,116.910,167
16.06.1931,116.910,116.979,116.896,116.966,236
17.06.1931,116.973,116.993,116.928,116.985,203
18.06.1931,116.985,116.993,116.966,116.975,260
19.06.1931,116.975,116.992,116.865,116.949,303
20.06.1931,116.949,117.135,116.915,117.059,329
21.06.1931,117.059,117.072,116.880,116.885,298
22.06.1931,116.885,116.995,116.874,116.986,381
23.06.1931,116.986,116.992,116.955,116.961,242
24.06.1931,116.965,116.991,116.920,116.932,471
25.06.1931,116.931,116.931,116.776,116.785,489
26.06.1931,116.786,117.089,116.780,117.084,493
27.06.1931,117.094,117.094,116.862,116.996,1282
28.06.1931,116.996,117.089,116.938,116.939,783
29.06.1931,116.940,117.013,116.833,116.879,1059
30.06.1931,116.879,116.990,116.856,116.959,1398
1.07.1931,116.962,116.995,116.889,116.944,1157
2.07.1931,116.944,116.995,116.903,116.975,889
3.07.1931,116.975,116.975,116.799,116.808,882
4.07.1931,116.809,116.811,116.363,116.431,878
5.07.1931,116.431,116.471,116.134,116.139,731
6.07.1931,116.140,116.430,116.046,116.371,574
7.07.1931,116.371,116.480,116.277,116.422,492
8.07.1931,116.422,116.494,116.306,116.461,890
9.07.1931,116.465,116.666,116.191,116.308,1380
10.07.1931,116.308,116.434,116.258,116.310,1034
11.07.1931,116.310,116.425,116.126,116.138,1060
12.07.1931,116.137,116.179,116.014,116.033,1057
13.07.1931,116.032,116.225,116.024,116.159,1152
14.07.1931,116.160,116.197,116.025,116.150,1173
15.07.1931,116.150,116.286,116.128,116.158,672
16.07.1931,116.158,116.248,116.035,116.244,992
17.07.1931,116.245,116.272,116.170,116.267,670
18.07.1931,116.267,116.311,116.193,116.232,948
19.07.1931,116.232,116.284,116.204,116.281,756
20.07.1931,116.281,116.312,116.234,116.271,716
21.07.1931,116.271,116.274,116.173,116.185,547
22.07.1931,116.185,116.211,115.940,116.057,864
23.07.1931,116.055,116.121,115.937,116.003,724
24.07.1931,116.003,116.154,115.896,116.030,816
25.07.1931,116.030,116.030,115.807,115.875,702
26.07.1931,115.874,115.934,115.803,115.905,719
27.07.1931,115.905,115.984,115.793,115.838,704
28.07.1931,115.838,115.944,115.785,115.910,723
29.07.1931,115.912,115.947,115.810,115.861,623
30.07.1931,115.861,115.950,115.810,115.860,409
31.07.1931,115.860,116.037,115.837,115.937,507
1.08.1931,115.937,116.060,115.888,116.008,571
2.08.1931,116.008,116.018,115.678,115.770,746
3.08.1931,115.772,115.781,115.570,115.619,909
4.08.1931,115.616,115.738,115.573,115.675,609
5.08.1931,115.675,115.699,115.572,115.608,735
6.08.1931,115.608,115.670,115.516,115.606,573
7.08.1931,115.606,116.002,115.559,115.884,707
8.08.1931,115.882,116.012,115.832,115.885,664
9.08.1931,115.885,116.014,115.819,115.836,582
10.08.1931,115.826,115.926,115.796,115.856,654
11.08.1931,115.856,115.888,115.802,115.860,594
12.08.1931,115.858,115.884,115.763,115.793,780
13.08.1931,115.793,115.903,115.635,115.701,826
14.08.1931,115.704,115.745,115.558,115.710,826
15.08.1931,115.705,115.734,115.608,115.689,671
16.08.1931,115.689,115.689,115.431,115.473,764
17.08.1931,115.473,115.475,115.363,115.390,784
18.08.1931,115.390,115.453,115.168,115.205,784
19.08.1931,115.203,115.269,115.068,115.081,697
20.08.1931,115.081,115.140,115.068,115.099,526
21.08.1931,115.099,115.176,115.060,115.165,586
22.08.1931,115.164,115.192,115.111,115.130,656
23.08.1931,115.128,115.171,115.101,115.128,492
24.08.1931,115.128,115.158,115.109,115.142,492
25.08.1931,115.142,115.305,115.113,115.156,707
26.08.1931,115.156,115.656,115.146,115.656,1042
27.08.1931,115.652,116.186,115.652,116.137,1167
28.08.1931,116.137,116.281,116.008,116.215,772
29.08.1931,116.215,116.483,116.210,116.287,1071
30.08.1931,116.283,116.606,116.260,116.502,1306
31.08.1931,116.484,116.580,115.938,115.973,1135
1.09.1931,115.968,116.225,115.789,115.849,1254
2.09.1931,115.849,115.936,115.559,115.931,1196
3.09.1931,115.931,116.059,115.870,115.989,958
4.09.1931,115.989,116.142,115.712,115.868,1060
5.09.1931,115.868,116.321,115.822,116.150,972
6.09.1931,116.154,116.374,116.075,116.317,840
7.09.1931,116.317,116.449,116.208,116.410,1031
8.09.1931,116.407,116.409,116.001,116.007,1065
9.09.1931,115.994,116.183,115.868,115.972,935
10.09.1931,115.972,116.263,115.972,116.166,768
11.09.1931,116.166,116.183,115.870,115.991,762
12.09.1931,115.971,116.105,115.857,115.934,805
13.09.1931,115.932,116.297,115.906,116.185,1154
14.09.1931,116.183,116.184,116.023,116.047,875
15.09.1931,116.047,116.468,116.040,116.460,1171
16.09.1931,116.459,116.729,116.459,116.643,1057
17.09.1931,116.643,116.682,116.516,116.600,1088
18.09.1931,116.602,116.747,116.584,116.656,888
19.09.1931,116.656,116.659,116.181,116.216,797
20.09.1931,116.216,116.475,116.216,116.316,946
21.09.1931,116.316,116.457,116.266,116.446,618
22.09.1931,116.444,116.508,116.302,116.335,680
23.09.1931,116.335,116.489,116.220,116.437,796
24.09.1931,116.437,116.586,116.426,116.579,690
25.09.1931,116.579,116.711,116.461,116.578,660
26.09.1931,116.578,116.624,116.449,116.533,550
27.09.1931,116.533,116.540,116.402,116.403,574
28.09.1931,116.402,116.423,116.292,116.374,733
29.09.1931,116.373,116.466,116.340,116.353,640
30.09.1931,116.352,116.406,116.120,116.142,979
1.10.1931,116.142,116.208,115.976,116.051,799
2.10.1931,116.051,116.068,115.884,115.920,875
3.10.1931,115.921,115.958,115.655,115.700,810
4.10.1931,115.700,115.734,115.533,115.610,882
5.10.1931,115.610,115.681,115.526,115.592,626
6.10.1931,115.588,115.621,115.244,115.260,1034
7.10.1931,115.255,115.411,115.120,115.241,823
8.10.1931,115.240,115.261,114.975,115.043,714
9.10.1931,115.043,115.077,114.954,115.016,511
10.10.1931,115.019,115.213,114.897,115.169,721
11.10.1931,115.169,115.365,115.103,115.154,757
12.10.1931,115.154,115.168,114.754,114.895,1067
13.10.1931,114.895,115.076,114.888,115.030,1097
14.10.1931,115.030,115.141,114.887,114.889,626
15.10.1931,114.893,114.894,114.657,114.742,608
16.10.1931,114.742,114.938,114.711,114.853,810
17.10.1931,114.853,114.901,114.685,114.778,777
18.10.1931,114.783,114.797,114.672,114.718,604
19.10.1931,114.716,114.817,114.578,114.812,945
20.10.1931,114.811,114.811,114.463,114.623,949
21.10.1931,114.623,114.658,114.491,114.600,808
22.10.1931,114.600,114.813,114.518,114.544,961
23.10.1931,114.555,114.777,114.546,114.744,1108
24.10.1931,114.744,114.873,114.708,114.761,844
25.10.1931,114.759,114.862,114.603,114.615,1031
26.10.1931,114.615,114.765,114.599,114.707,1017
27.10.1931,114.708,115.005,114.708,114.993,765
28.10.1931,114.993,115.166,114.901,115.151,908
29.10.1931,115.151,115.333,115.139,115.252,818
30.10.1931,115.252,115.374,115.134,115.222,1340
31.10.1931,115.222,115.332,115.129,115.302,1039
1.11.1931,115.301,115.318,115.083,115.120,917
2.11.1931,115.117,115.340,115.092,115.267,849
3.11.1931,115.267,115.570,115.260,115.570,707
4.11.1931,115.571,115.596,115.472,115.532,784
5.11.1931,115.532,115.729,115.378,115.562,1105
6.11.1931,115.551,115.556,115.063,115.138,973
7.11.1931,115.138,115.269,115.118,115.171,748
8.11.1931,115.171,115.317,115.171,115.242,720
9.11.1931,115.242,115.347,115.183,115.183,602
10.11.1931,115.183,115.295,115.147,115.290,536
11.11.1931,115.290,115.440,115.244,115.421,565
12.11.1931,115.421,115.433,115.266,115.304,872
13.11.1931,115.302,115.324,115.077,115.094,896
14.11.1931,115.092,115.206,115.021,115.106,1299
15.11.1931,115.107,115.191,115.083,115.169,987
16.11.1931,115.169,115.381,115.120,115.368,957
17.11.1931,115.368,115.400,115.198,115.204,746
18.11.1931,115.203,115.340,115.194,115.264,607
19.11.1931,115.265,115.270,115.108,115.111,339
20.11.1931,115.111,115.189,115.093,115.158,496
21.11.1931,115.158,115.292,115.143,115.229,550
22.11.1931,115.223,115.346,115.160,115.212,639
23.11.1931,115.218,115.418,115.162,115.377,568
24.11.1931,115.379,115.389,115.146,115.161,416
25.11.1931,115.161,115.223,115.070,115.096,543
26.11.1931,115.096,115.196,115.066,115.175,538
27.11.1931,115.175,115.189,115.021,115.035,716
28.11.1931,115.035,115.039,114.814,114.857,794
29.11.1931,114.857,114.931,114.667,114.716,795
30.11.1931,114.715,115.004,114.715,114.924,455
1.12.1931,114.924,115.060,114.923,115.000,313
2.12.1931,115.001,115.005,114.892,114.943,310
3.12.1931,114.943,114.973,114.893,114.971,302
4.12.1931,114.971,115.015,114.946,114.995,259
5.12.1931,114.995,115.017,114.977,114.985,191
6.12.1931,114.985,115.030,114.852,114.998,302
7.12.1931,114.998,115.063,114.892,115.053,273
8.12.1931,115.053,115.323,115.052,115.306,358
9.12.1931,115.307,115.319,115.097,115.155,291
10.12.1931,115.155,115.261,115.139,115.247,241
11.12.1931,115.247,115.513,115.247,115.372,300
12.12.1931,115.461,115.461,115.183,115.183,33
13.12.1931,115.063,115.269,115.063,115.243,28
14.12.1931,115.072,115.262,115.063,115.226,37
15.12.1931,115.226,115.226,114.997,114.997,38
16.12.1931,115.064,115.210,114.997,115.064,31
17.12.1931,115.064,115.159,115.035,115.064,43
18.12.1931,115.064,115.077,114.931,115.039,30
19.12.1931,115.066,115.119,115.014,115.039,30
20.12.1931,115.039,115.238,114.923,114.923,24
21.12.1931,114.923,115.259,114.883,114.903,39
22.12.1931,114.903,115.304,114.903,115.288,50
23.12.1931,115.288,115.308,115.248,115.283,105
24.12.1931,115.283,115.283,114.749,115.233,404
25.12.1931,115.233,115.352,115.227,115.302,106
26.12.1931,115.302,115.327,115.282,115.319,132
27.12.1931,115.317,115.447,115.294,115.399,232
28.12.1931,115.365,115.478,115.364,115.427,198
29.12.1931,115.427,115.462,115.402,115.445,268
30.12.1931,115.445,115.511,115.410,115.494,488
31.12.1931,115.494,115.494,115.415,115.470,181
1.01.1932,115.470,115.627,115.456,115.506,222
2.01.1932,115.505,115.528,115.475,115.521,289
3.01.1932,115.521,115.600,115.520,115.571,151
4.01.1932,115.571,115.587,115.490,115.545,402
5.01.1932,115.575,115.603,115.452,115.479,497
6.01.1932,115.480,115.657,115.387,115.574,1198
7.01.1932,115.574,115.745,115.482,115.695,701
8.01.1932,115.695,115.766,115.633,115.737,633
9.01.1932,115.737,115.835,115.672,115.835,573
10.01.1932,115.835,115.879,115.817,115.873,661
11.01.1932,115.873,115.938,115.812,115.853,935
12.01.1932,115.856,115.922,115.800,115.871,921
13.01.1932,115.871,115.948,115.836,115.908,646
14.01.1932,115.908,115.943,115.868,115.884,534
15.01.1932,115.883,115.960,115.868,115.897,644
16.01.1932,115.897,115.955,115.883,115.954,717
17.01.1932,115.954,115.955,115.895,115.899,368
18.01.1932,115.899,115.902,115.815,115.864,224
19.01.1932,115.863,115.888,115.795,115.820,395
20.01.1932,115.820,115.861,115.805,115.811,396
21.01.1932,115.811,115.924,115.797,115.924,392
22.01.1932,115.924,115.933,115.900,115.919,304
23.01.1932,115.920,115.948,115.914,115.932,232
24.01.1932,115.932,115.988,115.912,115.988,355
25.01.1932,115.988,115.988,115.951,115.962,304
26.01.1932,115.962,115.978,115.915,115.931,329
27.01.1932,115.924,115.995,115.924,115.953,512
28.01.1932,115.956,115.967,115.911,115.936,693
29.01.1932,115.936,115.981,115.931,115.981,639
30.01.1932,115.981,116.251,115.978,116.203,514
31.01.1932,116.203,116.300,116.201,116.258,397
1.02.1932,116.258,116.372,116.179,116.287,265
2.02.1932,116.287,116.344,116.209,116.226,338
3.02.1932,116.226,116.267,116.179,116.181,384
4.02.1932,116.181,116.237,116.069,116.226,676
5.02.1932,116.226,116.315,116.226,116.241,505
6.02.1932,116.241,116.246,116.169,116.173,882
7.02.1932,116.172,116.215,116.169,116.179,339
8.02.1932,116.179,116.235,116.179,116.200,522
9.02.1932,116.200,116.222,116.191,116.202,426
10.02.1932,116.202,116.207,116.169,116.178,224
11.02.1932,116.177,116.336,116.176,116.326,331
12.02.1932,116.326,116.489,116.326,116.455,757
13.02.1932,116.459,116.572,116.455,116.540,668
14.02.1932,116.540,116.574,116.504,116.553,263
15.02.1932,116.553,116.555,116.438,116.476,172
16.02.1932,116.483,116.505,116.380,116.397,442
17.02.1932,116.393,116.449,116.389,116.413,223
